y_1,y_2,y_3,y_4
225.46667652529763,306.562964983259,112.11507976871067,45.57566818549141
220.47895572916667,303.07445540364586,103.32249679734973,46.17621338611179
224.5366943359375,300.8876069878472,122.32323804685805,39.163711434293674
220.48644583178324,308.0199753224207,85.62395789064175,54.526091583197704
219.01705087425597,305.3260924014137,108.57174323505826,60.590609067462744
220.28519746713792,304.6804947451637,120.89964039320164,60.06136446512818
216.3323600260416,310.96763216145837,96.41239322514004,66.40188059813889
212.40276048642113,316.0344107065352,70.91189597711613,69.46313431191318
216.3323600260416,310.96763216145837,96.41239322514004,66.40188059813889
226.80479488699774,311.0772446172805,93.38332275786476,51.06311326639993
220.52091667054196,303.47567808314733,103.24127787250943,46.54430815915204
216.3323600260416,310.9676321614583,96.41239322514004,66.40188059813889
218.92225171285963,302.4517101934524,109.78467757432422,52.250350689239596
218.53960897197416,302.17288141741074,107.60491516811635,51.05506738972286
220.52374688430064,304.0081808345734,103.05495014231039,46.4669235532145
216.6549343843006,310.4527223462302,95.72169868818415,65.08533018871086
225.20687400018602,305.44232338169644,101.37318337668313,41.714373092783816
226.88507407924106,308.98068267919155,116.64439740275832,49.44435963673567
225.49442362661208,305.0986079411582,107.15281746045369,44.438796903178805
217.29287662760416,307.5621335720486,100.56902901935577,60.267080235781485
220.30537895275296,304.57711675347224,123.65632801654351,60.04057440679539
215.94764443824405,307.5056897786459,89.4719565469752,59.369605687459305
226.76985928199406,311.19481921968,93.24221589742389,51.12669960153671
225.24156930493555,306.66372332279263,108.33361991001311,48.414862806774316
220.59196123976935,307.90471399894597,85.45279607261173,54.15349117312481
220.47895572916667,303.07445540364586,103.32249679734973,46.17621338611179
225.4483668309772,306.1252404048859,111.94140117983338,45.7254846299893
221.3941122736855,302.80767561073907,99.25834407804379,42.212364971544375
223.27920572916668,309.60892345610125,86.26222157424847,49.42595862397189
220.05567355685767,307.29769873046877,120.06163454522024,68.0615648964574
215.89497391183036,308.8240593377976,85.26260374698941,47.22252235170395
217.69151708984373,305.74426182725693,102.84747133021884,57.08545255171812
219.17838764880952,301.9604380115328,109.57378331571913,49.504622417238025
219.85781339905753,303.8260127573165,114.30471470190987,55.028906646249155
227.77578512524806,309.5898213200645,102.93462658395717,45.56888188587673
216.20349463665676,308.5311325799851,85.90244656620328,46.79644669650851
225.46667652529763,306.562964983259,112.11507976871067,45.57566818549141
221.40442010788692,305.00773702566966,97.41562535637145,44.75207165646932
212.3448185376364,314.57648294890873,75.2940274437647,69.6742071251844
216.56788137090774,306.8898037109375,88.46173482454896,57.172090175714445
221.59740306454614,304.84947781808035,96.09291136370008,45.83315711319257
227.63469461495532,309.7195734902034,105.3324439013345,49.86022211409877
220.42360195777533,302.90365901692707,103.25556576454323,46.20684035672082
220.30537895275296,304.57711675347224,123.65632801654351,60.04057440679539
220.154009765625,310.33176054067457,123.32340756374944,73.30442670128838
221.4114013671875,303.6146625434028,96.52352986738417,44.278314779952716
220.16461247519842,308.72223502604163,123.45878206971588,71.32078470693315
228.59342032877606,309.6549867892795,103.78769458346896,43.617431479851405
225.4666765252976,306.56296498325895,112.11507976871069,45.57566818549141
216.35430946180554,310.80805002170143,96.16094637199683,65.79645928266314
225.46667652529763,306.562964983259,112.11507976871067,45.57566818549141
220.48400830078126,305.0686669185578,99.65178756569554,49.42776897106095
219.32812329489087,302.9885101376488,112.08029887667155,53.60691980752743
217.79404158916174,305.9564714781746,102.86295165120987,57.640563141562964
220.5114087766617,309.6570244140625,82.0255225043625,56.121719598285736
226.84464108615452,305.7816957736545,116.21809224001565,44.710038199883925
220.30537895275296,304.57711675347224,123.65632801654351,60.04057440679539
225.67309072730654,307.0443806733631,114.69957470006791,45.83022309076218
220.49794216579863,303.1421999782986,102.61429452009551,45.75608503699302
220.5114087766617,309.6570244140625,82.0255225043625,56.121719598285736
221.27597254774304,298.8631767578125,104.17660889710321,38.0125017274574
201.70109619915678,310.0840562686012,72.55128681287816,74.20860514447045
225.4483668309772,306.1252404048859,111.94140117983338,45.7254846299893
222.83085029141867,296.55234703621034,109.37460670896307,40.97725014228922
221.54874880642365,309.4434371202257,95.86030772078479,55.23630566303818
219.32812329489087,302.9885101376488,112.08029887667155,53.60691980752743
216.28078115699404,310.83977669270837,79.55930793483674,54.708963131162854
225.46667652529763,306.562964983259,112.11507976871067,45.57566818549141
225.1968419983879,303.02973694816467,104.509465394449,40.02563872074702
212.44648508804568,311.2268440755209,93.00880957784099,73.12494086992173
221.28437141927083,299.94503168402775,100.4777741887128,39.666304960250855
216.29545768229167,308.01010018291174,88.69913776705506,59.31685489679266
220.45932613699773,309.675288593595,83.82944438262214,55.95041178486461
220.58520695374506,308.0975600663443,85.58873345261023,54.31546629625653
226.80479488699774,311.0772446172805,93.38332275786476,51.06311326639993
225.2464157133557,306.57814246961806,110.5103196747139,47.26444563829331
226.786595749628,311.36743919735864,93.23901007018013,51.229073317626174
225.39464610460072,305.98971090649803,110.71802043665022,45.52007455904521
226.8648427889385,310.2943434709821,94.53608640120774,51.349727725568904
226.26294366939482,309.8368612196181,103.7068428056505,45.896991207960426
220.5772447916667,303.06178255208334,103.33396809577941,46.0289344791483
223.43226946537078,298.5987447645399,111.52081153943045,41.66900292207703
220.61233000062003,308.0456808500744,85.58264796409405,54.27066755346773
225.1525511920263,305.39868405102925,107.97839123420363,45.255463450917496
226.7864124968998,307.81421493675595,97.04157933978935,48.260111813618394
226.80479488699774,311.0772446172805,93.38332275786476,51.06311326639993
222.56959171936995,296.9681882595486,106.3597569260673,36.56340436472716
217.69151708984373,305.74426182725693,102.84747133021884,57.08545255171812
216.49639295014882,310.6842778165302,96.1207242614302,65.60276025650994
225.4808821304564,306.4602606956845,111.62898949212372,46.14666514171115
221.456999093192,306.4677094029018,96.30341087708396,47.80476824261019
226.5792589905754,311.11912205481156,110.16166351145789,58.40428368102685
200.88024195498514,310.48762358165925,70.97988203734192,75.2642938430675
222.83085029141867,296.55234703621034,109.37460670896307,40.97725014228922
222.83085029141867,296.55234703621034,109.37460670896307,40.97725014228922
223.03291004774306,296.07507263764876,110.00569266588727,38.67518626369244
225.67845307849703,309.85877734375003,104.60607350782365,43.23179368913741
226.90234770275296,309.21296524677575,96.35422718326126,50.188344718367965
220.59319515749013,303.42907619512647,103.06120824860265,45.70835447284658
207.10824042038695,313.7697859002976,81.81448927604836,70.39856342182966
220.5780665922619,308.29373434399804,85.27304266351366,54.53830877800088
220.53750744435146,303.85670016431055,102.49452134877663,46.442951600631076
221.66530075799852,304.9465318545387,96.5131314798461,45.495803896658
226.839437546503,309.0838698691716,96.71115318403295,49.808988051449816
216.30578599330357,308.0019594959077,86.60625350643339,45.992299246243064
226.8141399429564,309.3584165271577,96.02578500730019,50.02748755692427
226.85386699761284,306.1536767074343,115.90368029085793,45.15308900768543
226.8141399429564,309.3584165271577,96.02578500730019,50.02748755692427
220.5240372798859,302.9248971044147,102.6638062925036,45.64310926757666
222.98840154544888,308.00259856305803,99.25851730006586,46.84729603865033
219.85781339905753,303.82601275731645,114.30471470190984,55.028906646249155
222.89808637152774,297.0926244574653,108.5816566290149,41.12480337835241
225.36737768942217,305.9919513733879,109.88722369969837,45.34606674805521
226.76985928199406,311.19481921968,93.24221589742388,51.12669960153671
226.95414502728175,309.83342548673113,104.35800637117013,45.71358915382466
226.78727573164684,308.4842260044643,96.77919717951175,49.1802800470433
219.01705087425597,305.3260924014137,108.57174323505826,60.590609067462744
220.56906993272568,308.0728220796131,85.46727459204638,54.38875514556364
220.43616671316968,303.9843630952381,102.87874253731681,46.95345791886723
221.35331530567956,301.40164327566964,102.11834146613671,40.06788027238089
226.85386699761284,306.1536767074343,115.90368029085793,45.15308900768543
221.40442010788692,305.00773702566966,97.41562535637145,44.75207165646932
225.67845307849703,309.85877734375003,104.60607350782365,43.23179368913741
224.91315085565475,304.6996583891369,90.22613692232161,44.33803469712394
216.50760788690476,308.5099144810268,86.54855957997034,46.27618511128804
226.78352317398313,307.42086048332095,116.20730606512038,46.158028979988956
226.83688115001866,310.52006097702747,94.67029326986132,51.00744549390247
216.35943793402777,310.8686253797743,96.57949689331761,66.20500873392601
220.28519746713792,304.6804947451637,120.89964039320164,60.06136446512818
225.42551947699653,305.49453956628224,106.5984604169477,43.772290754743366
226.8141399429564,309.3584165271577,96.02578500730019,50.02748755692427
222.27467234778024,295.23533699931795,109.69236532358643,38.90825885793645
220.5101957000248,306.2895517423115,90.6417075943417,51.57366686996581
220.52232663690475,308.01351476469495,85.79979673041994,54.4318024072193
224.90047712053575,306.2601389508929,87.63285695051768,44.76856106157152
226.98589088076636,304.4816010974702,92.6417187697244,41.41370523122
226.83688115001866,310.52006097702747,94.67029326986132,51.00744549390247
226.74508801463293,310.6893945234995,93.50434039349027,50.958052043193234
220.28519746713792,304.6804947451637,120.89964039320164,60.06136446512818
223.15928943452383,309.94827278645835,85.5845860501244,51.09727279313405
228.59342032877606,309.6549867892795,103.78769458346896,43.61743147985141
220.39405840773807,304.7887985491071,113.98598686259638,60.913979717723905
224.73684678819444,299.0124135044643,122.98961889647428,36.06464020528112
220.28519746713792,304.6804947451637,120.89964039320164,60.06136446512818
216.70161490885417,308.7005576171875,87.02023633935717,46.03884499581655
219.17838764880952,301.9604380115328,109.57378331571913,49.504622417238025
215.85692290581596,306.54869504123263,96.38740224763576,55.78197510325216
220.5858697141617,309.38560368613594,82.72305179400672,55.42959403326777
220.54433766586058,309.78280888826885,84.68655236914802,55.75827210489151
226.80479488699774,311.0772446172805,93.38332275786476,51.06311326639993
221.38190947420634,303.93694481646827,98.68556514822744,43.05503721000026
219.17838764880952,301.9604380115328,109.57378331571913,49.504622417238025
217.7453673735119,308.0324249441964,102.76384477914073,61.91975675302839
220.05926769438247,307.2675623372396,120.19921662044018,67.82168472080635
225.48954053509428,307.73262079923114,111.53457226943969,46.862263175389124
221.59740306454614,304.84947781808035,96.09291136370008,45.83315711319257
220.48745941840275,309.34130230809774,82.79530546480512,55.46254097730773
223.04380438523066,295.9609106755332,110.14736087375218,38.328577242452624
223.04380438523066,295.9609106755332,110.14736087375218,38.328577242452624
221.2729958767361,307.250287109375,96.1347586351324,54.53946011220084
223.5445854027158,304.9955033947173,98.64343234365705,43.33961519060816
226.8047948869978,311.07724461728054,93.38332275786476,51.063113266399924
225.46667652529763,306.562964983259,112.11507976871067,45.57566818549141
221.45088812934029,309.36551817491323,95.73945058713136,55.321757690041146
